data,model,emsize,nhid,nlayers,lr,clip,epochs,dropout,seed,cuda,log_interval,save,summary,condition,run,ignore_speaker,epoch,train_loss,val_loss,val_acc,val_prec,val_recall,val_f,epoch_time
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,24,0.16872255475475237,0.31188029050827026,0.9432888049545921,0.9736095965103598,0.9197486350056661,0.9459130158393811,22.559633016586304
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,25,0.17284126130816263,0.3244306445121765,0.9418646359296967,0.9620713269767687,0.9294147582697201,0.9454611342634536,22.495789527893066
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,26,0.16766565245313522,0.3096528649330139,0.9426735785584294,0.9610587002096436,0.93208966603975,0.9463525404484814,22.504749298095703
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,27,0.16638029328523538,0.30645930767059326,0.9435093828593538,0.9650164316760309,0.9293517100561511,0.9468483461618473,22.516884803771973
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,28,0.16993932483287957,0.3134489357471466,0.9429645186249586,0.9647420603361434,0.9286042357744323,0.946328271271063,22.514482498168945
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,29,0.16748492668072382,0.32220062613487244,0.9424047473795131,0.9708175419599351,0.9210026195490266,0.9452542238857112,22.531702995300293
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,30,0.1678351726478491,0.305695503950119,0.9436709210453617,0.9643159230281243,0.9304259117572048,0.9470678331299811,22.52258324623108
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,31,0.16572402207515177,0.3120857775211334,0.9419312205732536,0.9585610911551877,0.9334381019973639,0.9458327982534995,22.524439573287964
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,32,0.16666989038005853,0.32684603333473206,0.9433302821003579,0.9714146499918792,0.9221399938328708,0.9461362018508267,22.540127754211426
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,33,0.16653908263796416,0.31891849637031555,0.9415272167724562,0.955182361425922,0.9364646464646464,0.9457308987044782,22.527485132217407
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,34,0.16709682154349792,0.322378933429718,0.9442296459069289,0.9764951397660497,0.9185349726211386,0.9466286900737351,22.543943405151367
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,35,0.16824281569092703,0.3202921450138092,0.9439117663359752,0.9697230438289863,0.9250500179551634,0.9468599033816426,22.494168281555176
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,36,0.16809703486087996,0.33030226826667786,0.9410106979671127,0.9483175498690308,0.9433754259370616,0.9458400321543409,22.505151510238647
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,37,0.16931836307048798,0.3323202133178711,0.9428911197765425,0.9661215575560645,0.9269651436164775,0.9461383969326274,22.571927785873413
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,38,0.16659277887680593,0.3326866626739502,0.942644906525281,0.9635364371399884,0.9293068297655454,0.9461121344991309,22.51199197769165
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,39,0.1665203141478392,0.32499703764915466,0.9421348159212237,0.9663605296881674,0.9252556237218814,0.9453614709569578,22.503440380096436
data/seame,LSTM,500,64,2,0.1,5,40,0.2,0,True,5,results/include_speaker/0-0.pt,results/include_speaker/summary.txt,0,0,False,40,0.1668076945038942,0.3399270474910736,0.9418166712821933,0.9684238838084992,0.9224266024491469,0.9448657726926811,22.523147583007812
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,1,0.58816880828295,0.5263891220092773,0.919708225667528,0.921810502063934,0.9341407656014398,0.927934674945039,22.751728057861328
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,2,0.3171388675005008,0.37927109003067017,0.9103813203426844,0.9880470761309305,0.8428235294117647,0.9096757809193262,22.68831706047058
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,3,0.24859248999601755,0.33148494362831116,0.937777407900577,0.9712517796517358,0.9116936520174762,0.9405307951321684,22.698617219924927
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,4,0.20649246183725503,0.3327915668487549,0.922976210373837,0.9783111625216888,0.8761978761978761,0.9244432299494465,22.667327165603638
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,5,0.19948653838573357,0.30508333444595337,0.9426031393249062,0.9741794310722101,0.9178435212864653,0.9451727615307044,22.731972455978394
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,6,0.19083846513277444,0.3422161340713501,0.9346148488647444,0.978981863382112,0.89767899699513,0.9365692819112996,22.694939136505127
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,7,0.18608423246022981,0.3150511085987091,0.9404990938240625,0.9808102345415778,0.9070153590701536,0.9424704804011431,22.721335411071777
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,8,0.18833089696291166,0.29960766434669495,0.9410961195361285,0.9804635020152261,0.9085014782924425,0.943111757262472,22.723318815231323
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,9,0.18280087449611762,0.3157448470592499,0.9413474313551816,0.9675185224954365,0.9224980803685693,0.9444721050286943,22.691335678100586
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,10,0.178296778542109,0.32821810245513916,0.9377267063547002,0.9679254483393834,0.9151214014957484,0.9407830643250218,22.71211576461792
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,11,0.17979802974523643,0.3019908666610718,0.9426970051865484,0.9810529845741114,0.9109450412579791,0.9447000888027771,22.6942355632782
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,12,0.1811003022086926,0.31687766313552856,0.941907907518943,0.9724325796785617,0.9183473965836592,0.9446164430684555,22.68953514099121
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,13,0.175535769512256,0.32157352566719055,0.9395774569990598,0.965759296967099,0.9209974960396545,0.942847427480317,22.702078104019165
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,14,0.17362846424564338,0.322871595621109,0.940161934338953,0.9705898341940745,0.9169534179035489,0.9430095600274654,22.69267463684082
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,15,0.17489827338319558,0.333650678396225,0.9408843763870395,0.9714270164362686,0.9174505268568491,0.9436675566364429,22.724778652191162
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,16,0.17261620267079428,0.3305421471595764,0.9414274631497285,0.9692814338929979,0.9207651674444843,0.9444006101730577,22.633636236190796
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,17,0.17314829648687288,0.32232919335365295,0.9424454439446943,0.9730127576054955,0.9187644787644788,0.9451108110254984,22.644314765930176
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,18,0.17694367372836822,0.3142421841621399,0.940912886167548,0.9774240071000666,0.911258209649894,0.9431821223069718,22.681195974349976
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,19,0.17082358638827616,0.32204318046569824,0.9411992906229217,0.969464411176566,0.920133367530136,0.944154955523975,22.639049768447876
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,20,0.17351251716415086,0.3217853903770447,0.9438785422853813,0.9725388038641051,0.9220004116073266,0.946595531139401,22.610867023468018
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,21,0.17477357960664308,0.32319003343582153,0.944949032025109,0.9738960191429193,0.9226172076249356,0.9475633631409071,22.610522508621216
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,22,0.17127358416716257,0.33489537239074707,0.9435894596988486,0.9676591650184423,0.9266444842590222,0.9467078081690289,22.58934259414673
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,23,0.16852180210825723,0.3204951584339142,0.9425131844161582,0.9633386159535129,0.9292702812882185,0.9459978212377445,22.629546403884888
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,24,0.16866779193664208,0.317307710647583,0.9440760389036251,0.9646275048908158,0.9308638195826318,0.947444952222684,22.63443875312805
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,25,0.17032079828473237,0.3129246234893799,0.9414421858645954,0.9591186759254425,0.9318723684878,0.9452992332630064,22.6224045753479
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,26,0.17085830026712173,0.3203636109828949,0.9409771951085161,0.9589907010761676,0.9311184377377631,0.9448490619450806,22.69585657119751
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,27,0.1724015694971268,0.3063490092754364,0.9422608503100088,0.9675759687014309,0.9241873560276427,0.9453840917421584,22.65996026992798
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,28,0.16826934300554106,0.3126964271068573,0.9417591234817254,0.9668183034519668,0.9240409207161125,0.9449457303517719,22.63518500328064
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,29,0.1702456014851729,0.3122594952583313,0.9393997850469865,0.9598380907322714,0.9271351680714939,0.9432032440529999,22.63703966140747
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,30,0.171117052817956,0.3265760838985443,0.9409455349737351,0.9654657058980518,0.9239413597589008,0.9442472332428483,22.617971658706665
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,31,0.16961373044894293,0.32208970189094543,0.9421631480048634,0.9646877655055225,0.9271242663944884,0.9455330887136649,22.618236303329468
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,32,0.16725045948838577,0.3120141923427582,0.9427226145963163,0.9687231298366294,0.9238417384173842,0.9457502623294858,22.622156620025635
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,33,0.16831398631135622,0.3179824948310852,0.9425163290158308,0.9673982869379015,0.924868212293362,0.9456553023365342,22.59261465072632
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,34,0.17049049700681979,0.3036857843399048,0.9425198159747242,0.9698375870069605,0.9222638411411566,0.9454526326863395,22.629197597503662
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,35,0.16835276706096453,0.3066921830177307,0.9437656206609275,0.9734836110203637,0.9207910593809548,0.9464044676177117,22.5765540599823
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,36,0.17020573142247322,0.3247498571872711,0.9410680386276722,0.9572170301142264,0.9332793358307179,0.9450966319782643,22.622056007385254
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,37,0.16784579994586799,0.3067842125892639,0.942904748680922,0.9734387782928825,0.9191945202657466,0.945539309175673,22.597007989883423
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,38,0.16736057610848012,0.31457775831222534,0.9428611072568336,0.972184495029065,0.9204299969138977,0.9455996195408067,22.62062096595764
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,39,0.1696118478400585,0.32345104217529297,0.9409115870400878,0.9539267553546664,0.936702476421042,0.9452361563517915,22.582854747772217
data/seame,LSTM,500,64,2,0.1,5,40,0.2,1,True,5,results/include_speaker/0-1.pt,results/include_speaker/summary.txt,0,1,False,40,0.16908172632639223,0.30581778287887573,0.9432048681541582,0.974513235615839,0.9186430191792122,0.9457537154989386,22.6106436252594
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,1,0.5187590469916662,0.5226100087165833,0.9242763495103725,0.9255334521458504,0.9384157061926157,0.9319300628076727,22.64110565185547
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,2,0.2769249549660927,0.4011867642402649,0.9224592987720176,0.973165451230629,0.8804185351270553,0.9244716261196655,22.601541996002197
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,3,0.24656570626375002,0.4204733371734619,0.9147494746156398,0.9639279684862128,0.8752235450411323,0.9174365978415147,22.57547163963318
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,4,0.21321565122940603,0.3278043270111084,0.9400420563333518,0.9667561761546724,0.9208143639060822,0.9432261783122429,22.62536907196045
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,5,0.1931178650030723,0.33161699771881104,0.9398293421414808,0.957891990607879,0.9301312256168617,0.9438075163230683,22.608227014541626
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,6,0.18913950350804207,0.31660765409469604,0.9393157412802797,0.9717894046252256,0.914069731564332,0.9420462675888386,22.60408115386963
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,7,0.1900993662002759,0.32159602642059326,0.9409718387631143,0.9630884922946565,0.9265807306261782,0.9444819527395482,22.675987243652344
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,8,0.18256274706278092,0.32600048184394836,0.9377139701822198,0.9628563815614175,0.9205686044734295,0.9412377578662222,22.59199595451355
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,9,0.18130161613225937,0.33976125717163086,0.920219584238979,0.978841221730007,0.8704193230705437,0.9214518916842712,22.67986536026001
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,10,0.18505881650325579,0.33072182536125183,0.9404499338332598,0.9606141873060946,0.9282992021952335,0.9441802770312178,22.61538004875183
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,11,0.1775623028859114,0.3187203109264374,0.9432561232406074,0.9693904997579214,0.9241499564080209,0.9462297836588952,22.599356651306152
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,12,0.1758368324774962,0.31648147106170654,0.9435054729934655,0.9609812228673048,0.9337771904858712,0.9471839154530223,22.588870763778687
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,13,0.17216749269610795,0.33065927028656006,0.943159816341207,0.9663789428815004,0.9272020857829354,0.9463852435492707,22.655160188674927
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,14,0.17378743288990778,0.3080666959285736,0.9435607432375964,0.9792521912792633,0.9144218814753419,0.9457272970800964,22.618801832199097
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,15,0.17066421608130136,0.30036747455596924,0.9433189354883657,0.9798687576465355,0.9133319510678001,0.9454311316198959,22.633873224258423
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,16,0.17026745680815134,0.30564257502555847,0.945159765288245,0.9761305157122523,0.9206857378911495,0.9475977891156463,22.55928087234497
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,17,0.16897592464318642,0.3023357093334198,0.9441138853361508,0.9757246972436846,0.919114231146441,0.9465738131944075,22.607202768325806
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,18,0.16850536670058203,0.3122785687446594,0.9423813488759367,0.9724081632653061,0.9192776663065287,0.9450967946683592,22.554692268371582
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,19,0.16866968342891106,0.30119964480400085,0.9440819612960546,0.9731492553538428,0.9217462932454695,0.9467505684522236,22.605029106140137
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,20,0.16730100909868875,0.32726794481277466,0.943389952617141,0.9695453322571966,0.9242408699220352,0.9463511987605366,22.590964555740356
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,21,0.16686575429943892,0.3223797380924225,0.9401773137791035,0.9636479591836735,0.9244417252982563,0.9436377829820454,22.56851053237915
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,22,0.1683199568054615,0.3188474178314209,0.9423543020821857,0.9590975406419341,0.9336545777326909,0.946205053075282,22.575058460235596
data/seame,LSTM,500,64,2,0.1,5,40,0.2,2,True,5,results/include_speaker/0-2.pt,results/include_speaker/summary.txt,0,2,False,23,0.16704120467870665,0.32610511779785156,0.9429718875502008,0.9687382499865714,0.9243029930299304,0.9459991082902778,22.603970289230347
